,home_team,home_score,home_scorers,away_team,away_score,away_scorers
2389,Everton,2,"['Lescott', 'Pienaar']",Middlesboro,0,[]
2390,Portsmouth,7,"['Mwaruwari', 'Mwaruwari', 'Hreidarsson', 'Mwaruwari', 'Kranjcar', 'Davis', 'Muntari']",Reading,4,"['Hunt', 'Kitson', 'Long', 'Shorey']"
2391,Chelsea,0,[],Fulham,0,[]
2392,Derby County,1,['Miller'],Bolton Wanderers,1,['Anelka']
2393,Manchester City,3,"['Petrov', 'Mpenza', 'Blumer']",Newcastle United,1,['Martins']
2394,West Ham United,0,[],Arsenal,1,['Persie']
2395,Sunderland,1,['Leadbitter'],Blackburn Rovers,2,"['Bentley', 'Cruz']"
2396,Birmingham City,0,[],Manchester United,1,['Ronaldo']
2397,Wigan Athletic,0,[],Liverpool,1,['Benayoun']
2398,Blackburn Rovers,0,[],Portsmouth,1,['Kanu']
2399,Aston Villa,2,"['Carew', 'Agbonlahor']",Everton,0,[]
2400,Bolton Wanderers,1,['Campo'],Tottenham Hotspur,1,['Keane']
2401,Manchester United,2,"['Tevez', 'Saha']",Chelsea,0,[]
2402,Newcastle United,3,"['Viduka', 'Viduka', ""N'Zogbia""]",West Ham United,1,['Ashton']
2403,Middlesboro,2,"['Arca', 'Downing']",Sunderland,2,"['Leadbitter', 'Miller']"
2404,Reading,2,"['Kitson', 'Harper']",Wigan Athletic,1,['Bent']
2405,Liverpool,0,[],Birmingham City,0,[]
2406,Fulham,3,"['Davies', 'Bouazza', 'Murphy']",Manchester City,3,"['Petrov', 'Mpenza', 'Petrov']"
2407,Arsenal,5,"['Diaby', 'Adebayor', 'Adebayor', 'Fabregas', 'Adebayor']",Derby County,0,[]
2408,Derby County,1,['Miller'],Newcastle United,0,[]
2409,Manchester City,1,['Johnson'],Aston Villa,0,[]
2410,Wigan Athletic,1,['Koumas'],Fulham,1,['Dempsey']
2411,Sunderland,2,"['Jones', 'Wallace']",Reading,1,['Kitson']
2412,Everton,0,[],Manchester United,1,['Vidic']
2413,Chelsea,0,[],Blackburn Rovers,0,[]
2414,Tottenham Hotspur,1,['Bale'],Arsenal,3,"['Adebayor', 'Fabregas', 'Adebayor']"
2415,Birmingham City,1,['Kapo'],Bolton Wanderers,0,[]
2416,Portsmouth,0,[],Liverpool,0,[]
2417,Arsenal,3,"['Adebayor', 'Fabregas', 'Rosicky']",Portsmouth,1,['Kanu']
2418,Aston Villa,2,"['Knight', 'Agbonlahor']",Chelsea,0,[]
2419,Blackburn Rovers,1,['McCarthy'],Manchester City,0,[]
2420,Liverpool,6,"['Alonso', 'Babel', 'Torres', 'Alonso', 'Voronin', 'Torres']",Derby County,0,[]
2421,Middlesboro,2,"['Wheater', 'Downing']",Birmingham City,0,[]
2422,Newcastle United,1,['Owen'],Wigan Athletic,0,[]
2423,Fulham,3,"['Dempsey', 'Smertin', 'Kamara']",Tottenham Hotspur,3,"['Kaboul', 'Berbatov', 'Bale']"
2424,Manchester United,1,['Saha'],Sunderland,0,[]
2425,Reading,0,[],West Ham United,3,"['Bellamy', 'Etherington', 'Etherington']"
2426,Bolton Wanderers,1,['Anelka'],Everton,2,"['Ayegbeni', 'Lescott']"
2427,Manchester United,1,['Nani'],Tottenham Hotspur,0,[]
2428,Middlesboro,2,"['Mido', 'Arca']",Newcastle United,2,"[""N'Zogbia"", 'Viduka']"
2429,Derby County,1,['Oakley'],Birmingham City,2,"['Jerome', 'Jerome']"
2430,Chelsea,1,['Lampard'],Portsmouth,0,[]
2431,Sunderland,0,[],Liverpool,2,"['Sissoko', 'Voronin']"
2432,West Ham United,1,['Bowyer'],Wigan Athletic,1,['Scharner']
2433,Everton,1,['McFadden'],Blackburn Rovers,1,['Cruz']
2434,Bolton Wanderers,3,"['Speed', 'Anelka', 'Braaten']",Reading,0,[]
2435,Arsenal,1,['Fabregas'],Manchester City,0,[]
2436,Liverpool,1,['Torres'],Chelsea,1,['Lampard']
2437,Blackburn Rovers,1,['Dunn'],Arsenal,1,['Persie']
2438,Manchester City,1,['Geovanni'],Manchester United,0,[]
2439,Portsmouth,3,"['Kanu', 'Utaka', 'Taylor']",Bolton Wanderers,1,['Anelka']
2440,Reading,1,['Hunt'],Everton,0,[]
2441,Wigan Athletic,3,"['Heskey', 'Landzaat', 'Sibierski']",Sunderland,0,[]
2442,Tottenham Hotspur,4,"['Malbranque', 'Malbranque', 'Jenas', 'Bent']",Derby County,0,[]
2443,Birmingham City,0,[],West Ham United,1,['Noble']
2444,Fulham,1,['McBride'],Middlesboro,2,"['Mido', 'Cattermole']"
2445,Newcastle United,0,[],Aston Villa,0,[]
2446,Wigan Athletic,1,['Sibierski'],Middlesboro,0,[]
2447,Manchester City,1,['Johnson'],Derby County,0,[]
2448,Reading,1,['Bikey'],Chelsea,2,"['Lampard', 'Drogba']"
2449,Fulham,2,"['Healy', 'Smertin']",Bolton Wanderers,1,['Helguson']
2450,Portsmouth,1,['Mwaruwari'],Manchester United,1,['Scholes']
2451,Tottenham Hotspur,1,['Gardner'],Everton,3,"['Lescott', 'Osman', 'Stubbs']"
2452,Manchester United,0,[],Reading,0,[]
2453,Chelsea,3,"['Pizarro', 'Malouda', 'Essien']",Birmingham City,2,"['Forssell', 'Kapo']"
2454,Arsenal,2,"['Persie', 'Hleb']",Fulham,1,['Healy']
2455,West Ham United,0,[],Manchester City,2,"['Bianchi', 'Geovanni']"
2456,Everton,2,"['Osman', 'Anichebe']",Wigan Athletic,1,['Sibierski']
2457,Sunderland,1,['Chopra'],Tottenham Hotspur,0,[]
2458,Middlesboro,1,['Downing'],Blackburn Rovers,2,"['Cruz', 'Derbyshire']"
2459,Derby County,2,"['Oakley', 'Todd']",Portsmouth,2,"['Mwaruwari', 'Utaka']"
2460,Bolton Wanderers,1,['Anelka'],Newcastle United,3,"[""N'Zogbia"", 'Martins', 'Martins']"
2461,Wigan Athletic,1,['Martinez'],Portsmouth,0,[]
2462,Fulham,0,[],Everton,2,"['Osman', 'Osman']"
2463,Sunderland,2,"['Richardson', 'Jones']",Chelsea,3,"['Anelka', 'Kalou', 'Cole']"
2464,Manchester City,1,['Caicedo'],Bolton Wanderers,0,[]
2465,Blackburn Rovers,0,[],West Bromwich Albion,0,[]
2466,West Ham United,2,"['Cole', 'Stanislas']",Middlesboro,1,"[""O'Neil""]"
2467,Hull City,0,[],Manchester United,1,['Gibson']
2468,Chelsea,2,"['Malouda', 'Anelka']",Blackburn Rovers,0,[]
2469,West Bromwich Albion,0,[],Liverpool,2,"['Gerrard', 'Kuyt']"
2470,Everton,3,"['Saha', 'Yobo', 'Saha']",West Ham United,1,['Kovac']
2471,Middlesboro,1,['Sanli'],Aston Villa,1,['Carew']
2472,Bolton Wanderers,1,['Steinsson'],Hull City,1,['Fagan']
2473,Manchester United,0,[],Arsenal,0,[]
2474,Newcastle United,0,[],Fulham,1,['Kamara']
2475,Stoke City,2,"['Fuller', 'Beattie']",Wigan Athletic,0,[]
2476,Tottenham Hotspur,2,"['Defoe', 'Keane']",Manchester City,1,['Bojinov']
2477,Wigan Athletic,1,['Martinez'],Manchester United,2,"['Tevez', 'Carrick']"
2478,Manchester United,2,"['Ronaldo', 'Tevez']",Manchester City,0,[]
2479,Fulham,3,"['Murphy', 'Kamara', 'Kamara']",Aston Villa,1,['Young']
2480,Bolton Wanderers,0,[],Sunderland,0,[]
2481,Blackburn Rovers,2,"['Pedersen', 'McCarthy']",Portsmouth,0,[]
2482,West Bromwich Albion,3,"['Fortun?', 'Brunt', 'Fortun?']",Wigan Athletic,1,['Martinez']
2483,Everton,0,[],Tottenham Hotspur,0,[]
2484,Hull City,1,['Dawson'],Stoke City,2,"['Fuller', 'Lawrence']"
2485,West Ham United,0,[],Liverpool,3,"['Gerrard', 'Gerrard', 'Babel']"
2486,Aston Villa,1,['Carew'],Hull City,0,[]
2487,Sunderland,0,[],Everton,2,"['Pienaar', 'Fellaini']"
2488,Liverpool,3,"['Benayoun', 'Kuyt', 'Leiva']",Newcastle United,0,[]
2489,Middlesboro,0,[],Manchester United,2,"['Giggs', 'Park']"
2490,Wigan Athletic,0,[],Bolton Wanderers,0,[]
2491,Portsmouth,0,[],Arsenal,3,"['Bendtner', 'Bendtner', 'Vela']"
2492,Stoke City,0,[],West Ham United,1,['Tristan']
2493,Chelsea,3,"['Anelka', 'Malouda', 'Drogba']",Fulham,1,['Nevland']
2494,Manchester City,3,"['Caicedo', 'Robinho', 'Elano']",Blackburn Rovers,1,['Andrews']
2495,Tottenham Hotspur,1,['Jenas'],West Bromwich Albion,0,[]
2496,Newcastle United,0,[],Portsmouth,0,[]
2497,Arsenal,2,"['Fabregas', 'Fabregas']",Middlesboro,0,[]
2498,Blackburn Rovers,2,"['McCarthy', 'Nelsen']",Wigan Athletic,0,[]
2499,West Bromwich Albion,3,"['Olsson', 'Brunt', 'Menseguez']",Sunderland,0,[]
2500,Manchester United,5,"['Ronaldo', 'Rooney', 'Ronaldo', 'Rooney', 'Berbatov']",Tottenham Hotspur,2,"['Bent', 'Modric']"
2501,Hull City,1,['Geovanni'],Liverpool,3,"['Alonso', 'Kuyt', 'Kuyt']"
2502,Everton,1,['Gosling'],Manchester City,2,"['Robinho', 'Ireland']"
2503,Bolton Wanderers,1,['Cohen'],Aston Villa,1,['Young']
2504,West Ham United,0,[],Chelsea,1,['Kalou']
2505,Fulham,1,['Nevland'],Stoke City,0,[]
2506,Chelsea,0,[],Everton,0,[]
2507,Manchester United,2,"['Rooney', 'Carrick']",Portsmouth,0,[]
2508,Liverpool,4,"['Torres', 'Benayoun', 'Torres', 'Benayoun']",Arsenal,4,"['Arshavin', 'Arshavin', 'Arshavin', 'Arshavin']"
2509,Tottenham Hotspur,1,['Bent'],Newcastle United,0,[]
2510,Manchester City,4,"['Robinho', 'Onuoha', 'Elano', 'Sturridge']",West Bromwich Albion,2,"['Brunt', 'Brunt']"
2511,Portsmouth,1,['Kanu'],Bolton Wanderers,0,[]
2512,Aston Villa,1,['Heskey'],West Ham United,1,['Tristan']
2513,Stoke City,1,['Lawrence'],Blackburn Rovers,0,[]
2514,Middlesboro,0,[],Fulham,0,[]
2515,Sunderland,1,['Cisse'],Hull City,0,[]
2516,Aston Villa,3,"['Carew', 'Milner', 'Barry']",Everton,3,"['Fellaini', 'Cahill', 'Pienaar']"
2517,Manchester City,1,['Ireland'],Fulham,3,"['Dempsey', 'Etuhu', 'Dempsey']"
2518,Liverpool,4,"['Torres', 'Torres', 'Agger', 'N`Gog']",Blackburn Rovers,0,[]
2519,Portsmouth,2,"['Kaboul', 'Kranjcar']",West Bromwich Albion,2,"['Greening', 'Brunt']"
2520,Middlesboro,3,"['Sanli', 'Bates', 'King']",Hull City,1,['Manucho']
2521,Sunderland,1,['Jones'],Manchester United,2,"['Scholes', 'Macheda']"
2522,Wigan Athletic,1,['Mido'],Arsenal,4,"['Walcott', 'Silvestre', 'Arshavin', 'Billong']"
2523,Tottenham Hotspur,1,['Pavlyuchenko'],West Ham United,0,[]
2524,Stoke City,1,['Faye'],Newcastle United,1,['Carroll']
2525,Chelsea,4,"['Ballack', 'Drogba', 'Lampard', 'Drogba']",Bolton Wanderers,3,"[""O'Brien"", 'Basham', 'Taylor']"
2526,Manchester United,3,"['Ronaldo', 'Ronaldo', 'Macheda']",Aston Villa,2,"['Carew', 'Agbonlahor']"
2527,Everton,4,"['Jo', 'Fellaini', 'Jo', 'Osman']",Wigan Athletic,0,[]
2528,Fulham,0,[],Liverpool,1,['Benayoun']
2529,Hull City,0,[],Portsmouth,0,[]
2530,Arsenal,2,"['Adebayor', 'Adebayor']",Manchester City,0,[]
2531,Bolton Wanderers,4,"['Davies', 'Cahill', 'Taylor', 'Gardner']",Middlesboro,1,"[""O'Neil""]"
2532,West Bromwich Albion,0,[],Stoke City,2,"['Fuller', 'Beattie']"
2533,Newcastle United,0,[],Chelsea,2,"['Lampard', 'Malouda']"
2534,West Ham United,2,"['Stanislas', 'Tomkins']",Sunderland,0,[]
2535,Blackburn Rovers,2,"['McCarthy', 'Ooijer']",Tottenham Hotspur,1,['Keane']
2536,Liverpool,5,"['Kuyt', 'Riera', 'Gerrard', 'Gerrard', 'Gerrard']",Aston Villa,0,[]
2537,Manchester City,1,['Richards'],Sunderland,0,[]
2538,Wigan Athletic,1,['Watson'],Hull City,0,[]
2539,Stoke City,1,['Shawcross'],Middlesboro,0,[]
2540,Fulham,2,"['Murphy', 'Gera']",Manchester United,0,[]
2541,West Bromwich Albion,1,['Koren'],Bolton Wanderers,1,['Taylor']
2542,Blackburn Rovers,1,['Andrews'],West Ham United,1,['Noble']
2543,Newcastle United,1,['Martins'],Arsenal,3,"['Bendtner', 'Diaby', 'Nasri']"
2544,Tottenham Hotspur,1,['Modric'],Chelsea,0,[]
2545,Portsmouth,2,"['Crouch', 'Crouch']",Everton,1,['Baines']
2546,West Ham United,0,[],West Bromwich Albion,0,[]
2547,Chelsea,1,['Essien'],Manchester City,0,[]
2548,Aston Villa,1,['Carew'],Tottenham Hotspur,2,"['Jenas', 'Bent']"
2549,Arsenal,4,"['Ooijer', 'Arshavin', 'Eboue', 'Eboue']",Blackburn Rovers,0,[]
2550,Everton,3,"['Jo', 'Lescott', 'Fellaini']",Stoke City,1,['Shawcross']
2551,Manchester United,1,['Ronaldo'],Liverpool,4,"['Torres', 'Gerrard', 'Aurelio', 'Dossena']"
2552,Hull City,1,['Geovanni'],Newcastle United,1,['Taylor']
2553,Middlesboro,1,['King'],Portsmouth,1,['Crouch']
2554,Sunderland,1,['Leadbitter'],Wigan Athletic,2,"['Watson', 'N?Zogbia']"
2555,Bolton Wanderers,1,['Davies'],Fulham,3,"['Johnson', 'Davies', 'Kamara']"
2556,Fulham,1,['Dempsey'],Blackburn Rovers,2,"['Diouf', 'Roberts']"
2557,Sunderland,1,['Richardson'],Tottenham Hotspur,1,['Keane']
2558,Blackburn Rovers,0,[],Everton,0,[]
2559,Tottenham Hotspur,4,"['Keane', 'Pavlyuchenko', 'Lennon', 'Lennon']",Middlesboro,0,[]
2560,Fulham,0,[],Hull City,1,['Manucho']
2561,Wigan Athletic,0,[],West Ham United,1,['Cole']
2562,Stoke City,2,"['Beattie', 'Fuller']",Bolton Wanderers,0,[]
2563,Newcastle United,1,['L?venkrands'],Manchester United,2,"['Rooney', 'Berbatov']"
2564,Manchester City,2,"['Elano', 'Phillips']",Aston Villa,0,[]
2565,Liverpool,2,"['N`Gog', 'Benayoun']",Sunderland,0,[]
2566,West Bromwich Albion,1,['Brunt'],Arsenal,3,"['Bendtner', 'Toure', 'Bendtner']"
2567,Portsmouth,0,[],Chelsea,1,['Drogba']
2568,Bolton Wanderers,1,['Gardner'],Newcastle United,0,[]
2569,Aston Villa,2,"['Petrov', 'Carew']",Stoke City,2,"['Shawcross', 'Whelan']"
2570,West Ham United,1,['Collison'],Manchester City,0,[]
2571,Hull City,1,['Ashbee'],Blackburn Rovers,2,"['Warnock', 'Andrews']"
2572,Arsenal,0,[],Fulham,0,[]
2573,Chelsea,2,"['Terry', 'Lampard']",Wigan Athletic,1,['Kapo']
2574,Everton,2,"['Cahill', 'Saha']",West Bromwich Albion,0,[]
2575,Hull City,1,['Turner'],Tottenham Hotspur,2,"['Lennon', 'Woodgate']"
2576,Newcastle United,0,[],Everton,0,[]
2577,Fulham,2,"['Zamora', 'Johnson']",West Bromwich Albion,0,[]
2578,Aston Villa,0,[],Chelsea,1,['Anelka']
2579,Arsenal,0,[],Sunderland,0,[]
2580,Manchester United,2,"['Rooney', 'Ronaldo']",Blackburn Rovers,1,['Cruz']
2581,Middlesboro,0,[],Wigan Athletic,0,[]
2582,Bolton Wanderers,2,"['Taylor', 'Davies']",West Ham United,1,['Parker']
2583,Manchester United,3,"['Scholes', 'Berbatov', 'Rooney']",Fulham,0,[]
2584,Portsmouth,2,"['Johnson', 'Hreidarsson']",Manchester City,0,[]
2585,West Ham United,0,[],Manchester United,1,['Giggs']
2586,Tottenham Hotspur,0,[],Arsenal,0,[]
2587,Portsmouth,2,"['Nugent', 'Hreidarsson']",Liverpool,3,"['Aurelio', 'Kuyt', 'Torres']"
2588,Sunderland,2,"['Jones', 'Healy']",Stoke City,0,[]
2589,West Bromwich Albion,2,"['Fortun?', 'Fortun?']",Newcastle United,3,"['Duff', 'L?venkrands', 'Taylor']"
2590,Wigan Athletic,0,[],Fulham,0,[]
2591,Blackburn Rovers,0,[],Aston Villa,2,"['Milner', 'Agbonlahor']"
2592,Chelsea,0,[],Hull City,0,[]
2593,Manchester City,1,['Bellamy'],Middlesboro,0,[]
2594,Everton,3,"['Arteta', 'Jo', 'Jo']",Bolton Wanderers,0,[]
2595,Newcastle United,1,['Ameobi'],Sunderland,1,['Cisse']
2596,Liverpool,2,"['Torres', 'Torres']",Chelsea,0,[]
2597,Stoke City,1,['Beattie'],Manchester City,0,[]
2598,Manchester United,1,['Ronaldo'],Everton,0,[]
2599,Middlesboro,0,[],Blackburn Rovers,0,[]
2600,Aston Villa,0,[],Wigan Athletic,0,[]
2601,Hull City,2,"['Mendy', 'Fagan']",West Bromwich Albion,2,"['Simpson', 'Brunt']"
2602,Arsenal,0,[],West Ham United,0,[]
2603,Bolton Wanderers,3,"['Puygrenier', 'Davies', 'Davies']",Tottenham Hotspur,2,"['Bent', 'Bent']"
2604,Fulham,3,"['Johnson', 'Nevland', 'Nevland']",Portsmouth,1,['Nugent']
2605,Manchester City,2,"['Phillips', 'Bellamy']",Newcastle United,1,['Carroll']
2606,West Ham United,2,"['Michele', 'Cole']",Hull City,0,[]
2607,Everton,1,['Cahill'],Arsenal,1,['Persie']
2608,Wigan Athletic,1,['Mido'],Liverpool,1,['Benayoun']
2609,Chelsea,2,"['Kalou', 'Kalou']",Middlesboro,0,[]
2610,Blackburn Rovers,2,"['Warnock', 'McCarthy']",Bolton Wanderers,2,"['Taylor', 'Davies']"
2611,Portsmouth,0,[],Aston Villa,1,['Heskey']
2612,Tottenham Hotspur,3,"['Lennon', 'Defoe', 'Dawson']",Stoke City,1,['Beattie']
2613,West Bromwich Albion,0,[],Manchester United,5,"['Berbatov', 'Tevez', 'Vidic', 'Ronaldo', 'Ronaldo']"
2614,Sunderland,1,['Jones'],Fulham,0,[]
2615,Liverpool,1,['Gerrard'],Everton,1,['Cahill']
2616,Tottenham Hotspur,1,['Defoe'],Portsmouth,1,['Nugent']
2617,West Ham United,3,"['Michele', 'Noble', 'Cole']",Fulham,1,['Konchesky']
2618,Bolton Wanderers,0,[],Manchester United,1,['Berbatov']
2619,Sunderland,1,['Collins'],Aston Villa,2,"['Milner', 'Barry']"
2620,Hull City,1,['Cousin'],Arsenal,3,"['Adebayor', 'Nasri', 'Bendtner']"
2621,Manchester City,1,['Zabaleta'],Wigan Athletic,0,[]
2622,Blackburn Rovers,3,"['McCarthy', 'Roberts', 'Roberts']",Newcastle United,0,[]
2623,Chelsea,2,"['Belletti', 'Lampard']",Stoke City,1,['Delap']
2624,West Bromwich Albion,3,"['Brunt', 'Koren', 'Koren']",Middlesboro,0,[]
2625,Manchester United,1,['Rooney'],Wigan Athletic,0,[]
2626,Wigan Athletic,1,['Figueroa'],Tottenham Hotspur,0,[]
2627,Manchester United,3,"['Vidic', 'Rooney', 'Berbatov']",Chelsea,0,[]
2628,Arsenal,1,['Bendtner'],Bolton Wanderers,0,[]
2629,Middlesboro,1,['Alves'],Sunderland,1,['Jones']
2630,Stoke City,0,[],Liverpool,0,[]
2631,Newcastle United,2,"['Owen', 'Carroll']",West Ham United,2,"['Bellamy', 'Cole']"
2632,Everton,2,"['Fellaini', 'Arteta']",Hull City,0,[]
2633,Manchester United,1,['Berbatov'],Middlesboro,0,[]
2634,West Bromwich Albion,2,"['Bednar', 'Beattie']",Tottenham Hotspur,0,[]
2635,Blackburn Rovers,2,"['McCarthy', 'Roberts']",Manchester City,2,"['Sturridge', 'Robinho']"
2636,Everton,3,"['Arteta', 'Arteta', 'Gosling']",Sunderland,0,[]
2637,Bolton Wanderers,0,[],Wigan Athletic,1,['Zaki']
2638,Arsenal,1,['Gallas'],Portsmouth,0,[]
2639,Newcastle United,1,['Edgar'],Liverpool,5,"['Gerrard', 'Hyypi?', 'Babel', 'Gerrard', 'Alonso']"
2640,Fulham,2,"['Dempsey', 'Dempsey']",Chelsea,2,"['Lampard', 'Lampard']"
2641,West Ham United,2,"['Cole', 'Tristan']",Stoke City,1,['Faye']
2642,Wigan Athletic,2,"['Taylor', 'Zaki']",Newcastle United,1,['Guthrie']
2643,Tottenham Hotspur,0,[],Fulham,0,[]
2644,Sunderland,0,[],Blackburn Rovers,0,[]
2645,Chelsea,2,"['Drogba', 'Lampard']",West Bromwich Albion,0,[]
2646,Stoke City,0,[],Manchester United,1,['Tevez']
2647,Manchester City,5,"['Caicedo', 'Caicedo', 'Robinho', 'Robinho', 'Ireland']",Hull City,1,['Fagan']
2648,Aston Villa,2,"['Barry', 'Knight']",Arsenal,2,"['Denilson', 'Diaby']"
2649,Liverpool,3,"['Riera', 'Keane', 'Keane']",Bolton Wanderers,0,[]
2650,Portsmouth,1,['Belhadj'],West Ham United,4,"['Collison', 'Cole', 'Bellamy', 'Bellamy']"
2651,Middlesboro,0,[],Everton,1,['Cahill']
2652,Everton,0,[],Chelsea,0,[]
2653,West Bromwich Albion,2,"['Moore', 'Bednar']",Manchester City,1,['Caicedo']
2654,Arsenal,1,['Persie'],Liverpool,1,['Keane']
2655,Newcastle United,2,"[""N'Zogbia"", 'Duff']",Tottenham Hotspur,1,['Modric']
2656,Bolton Wanderers,2,"['Taylor', 'Gardner']",Portsmouth,1,['Crouch']
2657,Hull City,1,['Barmby'],Sunderland,4,"['Malbranque', 'Richardson', 'Jones', 'Cisse']"
2658,Fulham,3,"['Bullard', 'Murphy', 'Dempsey']",Middlesboro,0,[]
2659,Blackburn Rovers,3,"['McCarthy', 'Roberts', 'McCarthy']",Stoke City,0,[]
2660,Chelsea,1,['Anelka'],West Ham United,1,['Bellamy']
2661,Portsmouth,0,[],Newcastle United,3,"['Owen', 'Martins', 'Guthrie']"
2662,Tottenham Hotspur,0,[],Manchester United,0,[]
2663,Wigan Athletic,3,"['Heskey', 'Valencia', 'Cattermole']",Blackburn Rovers,0,[]
2664,Sunderland,4,"['Jones', 'Jones', 'Reid', 'Cisse']",West Bromwich Albion,0,[]
2665,Manchester City,0,[],Everton,1,['Cahill']
2666,Stoke City,0,[],Fulham,0,[]
2667,Middlesboro,1,['Aliadiere'],Arsenal,1,['Adebayor']
2668,West Ham United,0,[],Tottenham Hotspur,2,"['King', ""O'Hara""]"
2669,West Bromwich Albion,1,['Greening'],Portsmouth,1,['Crouch']
2670,Everton,2,"['Lescott', 'Lescott']",Aston Villa,3,"['Sidwell', 'Young', 'Young']"
2671,Blackburn Rovers,1,['Cruz'],Liverpool,3,"['Alonso', 'Benayoun', 'Gerrard']"
2672,Bolton Wanderers,0,[],Chelsea,2,"['Anelka', 'Deco']"
2673,Fulham,1,['Bullard'],Manchester City,1,['Mwaruwari']
2674,Arsenal,1,['Adebayor'],Wigan Athletic,0,[]
2675,Newcastle United,2,"['Owen', 'Owen']",Stoke City,2,"['Sidibe', 'Faye']"
2676,Manchester United,1,['Vidic'],Sunderland,0,[]
2677,Liverpool,0,[],West Ham United,0,[]
2678,Manchester City,0,[],Manchester United,1,['Rooney']
2679,Portsmouth,3,"['Crouch', 'Defoe', 'Davis']",Blackburn Rovers,2,"['Derbyshire', 'Tugay']"
2680,Tottenham Hotspur,0,[],Everton,1,['Pienaar']
2681,Wigan Athletic,2,"['Camara', 'Boyce']",West Bromwich Albion,1,['Miller']
2682,Middlesboro,0,[],Newcastle United,0,[]
2683,Aston Villa,0,[],Fulham,0,[]
2684,Sunderland,1,['Cisse'],Bolton Wanderers,4,"['Taylor', 'Cahill', 'Elmander', 'Elmander']"
2685,Stoke City,1,['Fuller'],Hull City,1,['King']
2686,Wigan Athletic,1,['Camara'],Everton,0,[]
2687,Sunderland,0,[],West Ham United,1,['Behrami']
2688,Tottenham Hotspur,1,['Pavlyuchenko'],Blackburn Rovers,0,[]
2689,Aston Villa,0,[],Manchester United,0,[]
2690,Manchester City,3,"['Ireland', 'Robinho', 'Sturridge']",Arsenal,0,[]
2691,Stoke City,1,['Sidibe'],West Bromwich Albion,0,[]
2692,Middlesboro,1,['Pogatetz'],Bolton Wanderers,3,"['Steinsson', 'Taylor', 'Elmander']"
2693,Chelsea,0,[],Newcastle United,0,[]
2694,Liverpool,0,[],Fulham,0,[]
2695,Hull City,2,"['Cousin', 'Geovanni']",Manchester City,2,"['Ireland', 'Ireland']"
2696,Everton,1,['Ayegbeni'],Middlesboro,1,"[""O'Neil""]"
2697,Bolton Wanderers,0,[],Liverpool,2,"['Kuyt', 'Gerrard']"
2698,Fulham,2,"['Davies', 'Johnson']",Tottenham Hotspur,1,['Campbell']
2699,Newcastle United,2,"['Owen', 'Martins']",Wigan Athletic,2,"['Taylor', 'Bramble']"
2700,Blackburn Rovers,1,['Veijeany'],Sunderland,2,"['Jones', 'Cisse']"
2701,West Ham United,0,[],Portsmouth,0,[]
2702,Manchester United,5,"['Ronaldo', 'Carrick', 'Berbatov', 'Welbeck', 'Ronaldo']",Stoke City,0,[]
2703,West Bromwich Albion,0,[],Chelsea,3,"['Bosingwa', 'Anelka', 'Anelka']"
2704,Fulham,2,"['Johnson', 'Murphy']",Newcastle United,1,['Ameobi']
2705,Blackburn Rovers,0,[],Chelsea,2,"['Anelka', 'Anelka']"
2706,Manchester City,1,['Robinho'],Tottenham Hotspur,2,"['Bent', 'Bent']"
2707,Aston Villa,1,['Sidwell'],Middlesboro,2,"['Sanli', 'Sanli']"
2708,Liverpool,3,"['Keane', 'Keane', 'Arbeloa']",West Bromwich Albion,0,[]
2709,Hull City,0,[],Bolton Wanderers,1,['Taylor']
2710,West Ham United,1,['Collison'],Everton,3,"['Lescott', 'Saha', 'Saha']"
2711,Arsenal,2,"['Nasri', 'Nasri']",Manchester United,1,['Silva']
2712,Sunderland,1,['Cisse'],Portsmouth,2,"['Belhadj', 'Defoe']"
2713,Wigan Athletic,0,[],Stoke City,0,[]
2714,Newcastle United,2,"['Martins', 'Martins']",Aston Villa,0,[]
2715,Stoke City,2,"['Fuller', 'Olofinjana']",Arsenal,1,['Clichy']
2716,Portsmouth,1,['Kranjcar'],Wigan Athletic,2,"['Zaki', 'Heskey']"
2717,West Bromwich Albion,2,"['Bednar', 'Miller']",Blackburn Rovers,2,"['McCarthy', 'Andrews']"
2718,Manchester United,4,"['Ronaldo', 'Carrick', 'Ronaldo', 'Vidic']",Hull City,3,"['Cousin', 'Mendy', 'Gardner']"
2719,Everton,1,['Saha'],Fulham,0,[]
2720,Middlesboro,1,['Mido'],West Ham United,1,['Mullins']
2721,Chelsea,5,"['Alex', 'Anelka', 'Anelka', 'Lampard', 'Anelka']",Sunderland,0,[]
2722,Hull City,0,[],Chelsea,3,"['Lampard', 'Anelka', 'Malouda']"
2723,Fulham,2,"['Johnson', 'Johnson']",Wigan Athletic,0,[]
2724,Liverpool,1,['Gerrard'],Portsmouth,0,[]
2725,Bolton Wanderers,0,[],Everton,1,['Fellaini']
2726,Manchester United,2,"['Ronaldo', 'Ronaldo']",West Ham United,0,[]
2727,Aston Villa,3,"['Young', 'Barry', 'Agbonlahor']",Blackburn Rovers,2,"['Warnock', 'Emerton']"
2728,Stoke City,1,['Fuller'],Sunderland,0,[]
2729,Middlesboro,2,"['Alves', ""O'Neil""]",Manchester City,0,[]
2730,Arsenal,4,"['Silvestre', 'Gallas', 'Adebayor', 'Persie']",Tottenham Hotspur,4,"['Bentley', 'Bent', 'Jenas', 'Lennon']"
2731,Newcastle United,2,"['Barton', 'Martins']",West Bromwich Albion,1,['Miller']
